task_type,subject_importance,deadline_days,estimated_time,difficulty,urgency_self,energy_required,self_reported_procrastination,completion_status,actual_time_vs_estimate,energy_at_attempt,priority
Reading / Notes,Secondary,5.230152630647109,115.78367087445898,2.9106992867627492,4.452156844680749,Medium,1.8119907848981316,Completed but late,Less than estimated,Medium,Low
Reading / Notes,Core,10.915959712140179,87.63647183049338,1.6724206219185374,4.9037993254888,High,2.623373776993075,Did not start,Much more,Low,Medium
Project,Optional,4.3362183723290855,108.07216529915117,1.6350831590121655,4.140848280542846,High,4.643977022861437,Completed on time,Same as estimated,High,High
Revision / Practice,Optional,18.138655612632366,34.12647019507211,3.6187908070397885,1.4158414208463386,High,4.3789024880016605,Did not start,Same as estimated,Low,Medium
Reading / Notes,Core,10.348220446672405,70.19082919941299,4.0920559068948075,3.5375320305479754,Low,2.65294196979056,Completed on time,Much more,High,Medium
Revision / Practice,Secondary,6.090176965509513,35.82627939244479,1.3002897380930865,4.896439684409099,High,3.9342799651425997,Did not start,Less than estimated,Low,High
Reading / Notes,Core,0.14779523319162546,43.4524737178716,4.299715990275246,2.3134727248234546,Low,4.255101082251397,Did not start,Less than estimated,Medium,High
Assignment,Core,0.9484128484603649,99.02957500804095,3.1144069435251356,1.765999008442145,High,3.9140217076284167,Completed on time,Same as estimated,Low,Medium
Assignment,Core,6.390570742089016,85.75850967713765,1.9957700524996813,2.1196018243866823,Medium,2.7518834985093954,Completed on time,Same as estimated,Medium,Medium
Project,Secondary,16.220360659920733,95.94597493180457,4.573450286841334,3.195803714659646,High,2.223906802569453,Completed but late,Much more,Low,High
Revision / Practice,Optional,0.705487318798923,116.5222463041062,2.740048799900856,1.6565513955892905,High,2.962378854376348,Started but not completed,Slightly more,Medium,Low
Reading / Notes,Optional,14.755285455307279,85.34722487962864,4.83100730628936,4.315041248988907,High,2.968837813545958,Started but not completed,Much more,High,Medium
Exam Preparation,Secondary,0.8105476424792046,39.52043270612995,4.50734159624675,3.806872898536844,High,2.299953643348667,Started but not completed,Slightly more,High,Low
Reading / Notes,Core,12.737972355431342,41.62983336176154,2.8996727542169274,1.0779649311378532,Medium,3.0726742219849514,Did not start,Slightly more,High,Medium
Revision / Practice,Secondary,10.169091929377972,37.17683166894748,1.2644481397763832,2.49732173551013,Medium,4.291693111978908,Started but not completed,Slightly more,High,Medium
Project,Optional,13.26582601016199,118.46235419606184,2.5555808491569065,3.2475227887934173,Low,1.450073140343195,Completed but late,Less than estimated,Low,High
Exam Preparation,Core,12.610710347609423,89.78691163224829,4.481319367977344,1.0172567312775853,Low,2.845996386807273,Did not start,Much more,High,Medium
Reading / Notes,Secondary,6.875684531034305,81.94816906553757,3.8605803652451045,1.2144541492933172,Medium,4.701974788498793,Started but not completed,Slightly more,Low,Medium
Assignment,Core,16.703294132566914,45.97083637662118,1.9167391509215572,4.44067697603961,Low,2.5615799537767274,Started but not completed,Much more,High,Low
Reading / Notes,Optional,6.630638292893525,69.71427747810722,2.1901666431130495,2.672674267564049,High,2.838296227600554,Started but not completed,Much more,Medium,High
Reading / Notes,Optional,7.043026788804023,64.26200354078546,3.2684447338546407,4.310285958781764,High,3.33214932112617,Completed but late,Same as estimated,Low,Medium
Assignment,Core,11.01402894829822,118.0346774942737,3.2846963492253556,3.8398348451096185,Medium,2.5467694690965774,Started but not completed,Slightly more,High,Low
Exam Preparation,Secondary,2.6507406655313592,70.15202030629173,3.6020537857491455,1.8027610537914107,High,4.499414152198618,Completed but late,Less than estimated,Low,Low
Exam Preparation,Optional,17.875378487594094,34.51638141070366,4.481312782430506,4.341252454696811,Medium,4.217021765020066,Completed on time,Same as estimated,High,Low
Project,Core,0.7526775716661227,31.549306051277945,3.1837967047486058,2.5006359766959148,Low,2.895616163162955,Completed on time,Same as estimated,High,High
Project,Secondary,9.942670727229554,46.51997960276299,2.6238167454829364,3.7195453644320757,Medium,3.524946018655716,Did not start,Slightly more,Low,Low
Reading / Notes,Core,10.784604919675896,52.077976079235725,3.589275528740153,4.941923961169864,Medium,1.2964648579842515,Started but not completed,Less than estimated,Low,High
Revision / Practice,Optional,9.393808220132327,101.92268651938026,2.009528731994811,2.437761449072087,Low,2.3914006808044213,Did not start,Much more,Medium,Medium
Reading / Notes,Secondary,18.732202372296758,109.67929344277817,1.1778209326816462,4.426313374306439,High,2.4307106136061596,Completed on time,Less than estimated,Low,Medium
Assignment,Core,5.357871927002316,91.08416935599766,4.530788079109978,4.02933385809757,Medium,3.759790610161542,Completed but late,Same as estimated,Medium,Medium
Revision / Practice,Secondary,9.670351912892572,46.92764096188128,4.4861641843637265,3.2049150872685286,Low,2.113623747375479,Started but not completed,Same as estimated,Medium,High
Exam Preparation,Optional,14.340084459326912,86.12241151421395,4.107780796885908,4.509154793496487,Medium,2.4241231775397374,Completed on time,Less than estimated,Medium,High
Reading / Notes,Secondary,13.683656274057467,79.22137470903822,2.9838783190130136,2.0572849157373994,High,4.707139002545007,Started but not completed,Much more,Low,High
Exam Preparation,Optional,0.9940328575394575,98.85320334592015,4.404036053215208,3.7985139695178796,Medium,2.4407250295226257,Completed but late,Same as estimated,High,Medium
Reading / Notes,Optional,16.903816403279414,31.00552156767622,3.627652912016638,2.1057710867192134,High,4.93587588720391,Did not start,Much more,Low,Low
Exam Preparation,Optional,13.906354681079119,90.82943815081978,4.880860057176356,3.1758318475218346,High,1.3172570778969317,Completed on time,Slightly more,High,Low
Reading / Notes,Core,8.634001828364589,75.55892404376043,1.2714398232366029,3.272224236261541,High,2.9762874756383892,Started but not completed,Less than estimated,Low,High
Reading / Notes,Optional,2.3811105715296255,94.79084604240016,3.127077211631516,3.0012852045123366,Low,4.111619261043668,Started but not completed,Slightly more,High,Low
Project,Secondary,7.274015780323828,61.430600130863496,1.521502877314437,3.9327816514612595,Low,1.4664741380295423,Did not start,Much more,Low,Low
Exam Preparation,Core,12.519056633541613,62.22584241252005,1.5117350105721319,2.5237628778129735,High,4.924948764545916,Completed on time,Same as estimated,High,High
Exam Preparation,Optional,8.806312415318335,53.24488764761191,4.849722682889032,3.9376665065074827,Medium,4.773104281634938,Completed but late,Less than estimated,Low,Low
Exam Preparation,Secondary,8.508031941991733,31.21024619783648,2.47173964969641,1.6822964096004793,Medium,2.8353746787564202,Started but not completed,Same as estimated,Medium,High
Assignment,Core,2.8244812539243203,98.73537422872926,1.174664898828489,4.517657655835238,Low,4.493047802751266,Started but not completed,Much more,Low,Medium
Project,Optional,7.251963221817579,66.39532497802756,1.7464992170435414,4.502135134336298,Low,2.45858395935378,Completed but late,Slightly more,High,High
Project,Core,3.503790922567638,83.79178485861198,4.591006773380487,1.49150900495983,Medium,3.383937909132849,Completed on time,Less than estimated,High,Medium
Reading / Notes,Secondary,12.325432285284295,115.96047214978626,1.888491241495863,4.528203865982075,High,1.847783691691966,Did not start,Same as estimated,High,Medium
Assignment,Optional,6.532577130439849,96.70373499359167,4.478248986150549,1.660040352306841,High,3.629031921523119,Completed on time,Less than estimated,High,Low
Project,Optional,11.486158590770795,31.72935742407554,1.07422265020905,1.7946848283746544,High,2.1121594254712375,Did not start,Slightly more,Medium,High
Project,Optional,2.6786941301933576,111.0615881777614,1.2753613737170322,2.219598391014865,Medium,4.21423068048615,Completed on time,Less than estimated,Low,High
Revision / Practice,Core,9.150408119492488,53.86194139630909,4.024192923808878,3.360889579744214,High,4.426720548115289,Completed on time,Same as estimated,Low,Low
Revision / Practice,Core,2.9722822007850547,105.66884366792516,2.5498749860498355,1.5914050473958428,High,4.023486322943194,Completed on time,Slightly more,Low,High
Project,Optional,19.54240625803319,112.62145409984683,2.032091123146946,3.474727125475847,High,4.4560015881946615,Started but not completed,Less than estimated,High,Low
Reading / Notes,Secondary,7.201135535033889,54.14718967137859,4.724759865400442,2.383603861225663,High,1.7167978528262862,Did not start,Slightly more,High,High
Reading / Notes,Optional,10.654191098811104,88.34707976235575,1.945559837848608,2.1719985540670472,High,4.618874566423022,Completed on time,Slightly more,Medium,Low
Assignment,Core,4.458441064463257,94.18512772454386,2.0260728821508454,4.0151686354837555,Medium,2.510337401309622,Completed but late,Slightly more,High,Medium
Project,Optional,19.905166202298798,82.9436988961387,2.0404776033643617,2.587011635993524,Medium,4.4089892096691115,Completed but late,Less than estimated,Low,Low
Assignment,Optional,17.087540070466353,33.53133339324293,1.9168087430244691,1.2776931293984353,Low,4.355774762377575,Started but not completed,Much more,Medium,Medium
Reading / Notes,Optional,5.213029435687226,45.3907379376336,2.349192167027545,3.9541996529888466,Medium,1.5038392755740473,Completed but late,Less than estimated,High,High
Project,Secondary,14.741944573282645,33.7516198144355,2.797258396433694,4.522350123609288,Medium,3.1068786759746323,Completed but late,Much more,Medium,Low
Assignment,Core,18.187985197438657,68.05358083682412,1.2307414473739073,3.3037553622172506,Low,2.603669535544887,Started but not completed,Less than estimated,High,Low
Project,Core,12.764764927089086,34.21351123441188,3.602199395248318,4.824538345116208,High,1.576397697316445,Started but not completed,Same as estimated,High,Medium
Reading / Notes,Optional,14.90292660073812,74.2536548725715,2.1456850490568637,2.453790077637725,High,1.831272395554461,Started but not completed,Same as estimated,Low,High
Project,Secondary,10.700640846613997,47.17637228088583,2.9096093601563573,3.0664582493127694,High,2.875942661081851,Did not start,Slightly more,Medium,Medium
Project,Optional,17.123785053691833,86.91189605547106,1.0312010182158202,1.4129370058687014,High,4.67488205076062,Did not start,Much more,High,High
Assignment,Core,1.0158397368892014,75.77547887507751,1.902888285904229,2.06141234655707,High,3.9879869886251673,Did not start,Much more,Low,High
Revision / Practice,Optional,12.586972412739534,99.0865581381143,1.3652629692533194,3.954259723951987,Low,4.055362723469186,Started but not completed,Slightly more,Medium,Medium
Exam Preparation,Secondary,13.945081556034664,60.48449305728368,1.9156593815952605,3.0321546410262066,Low,4.323431087572679,Started but not completed,Much more,High,High
Revision / Practice,Core,15.755071021593455,102.30833202671755,2.327787236000097,1.7925406617474646,Low,1.3871815879114417,Did not start,Less than estimated,Low,Medium
Reading / Notes,Optional,6.103417290834243,72.89689063418167,1.9374444567327913,1.4264432912569127,Medium,4.857612660661029,Completed but late,Slightly more,Low,High
Reading / Notes,Core,9.260461275415487,99.39897547374137,4.684509998963258,1.992898186382908,Medium,2.759666065993478,Started but not completed,Slightly more,Medium,Low
Exam Preparation,Secondary,16.81557669029609,38.2591354793346,1.8079377948964157,2.925578686939716,Low,3.2853434514899558,Completed but late,Less than estimated,Low,High
Revision / Practice,Core,4.788247776165164,82.24300272348327,4.659621894707135,2.178463276226885,Medium,3.6170815858225605,Did not start,Much more,Low,Medium
Reading / Notes,Secondary,18.548157968854234,54.029006587579374,3.7898840871290873,4.831882104869953,High,4.725606158686622,Completed but late,Same as estimated,Low,High
Reading / Notes,Optional,15.286186364498581,113.1870930936353,3.076941060862574,4.297253940102254,Low,2.840203757541397,Completed on time,Slightly more,High,Low
Reading / Notes,Optional,18.978202361772013,74.45925929763663,2.780477992864733,1.3624816328159342,Low,2.6115370266998132,Started but not completed,Less than estimated,High,High
Project,Secondary,0.8974515954804363,39.95829446360001,2.5283291674580166,1.6866327788221729,Low,4.222948092818095,Completed but late,Slightly more,Medium,High
Exam Preparation,Secondary,1.5026903400494396,87.49642015805333,4.7104584603165,3.6471733013123493,Low,3.5025716274100693,Started but not completed,Much more,High,High
Assignment,Optional,2.295433857037874,84.76788021406614,2.2878010228956365,4.537837325550294,Medium,2.7669978261967763,Did not start,Much more,Low,Medium
Assignment,Secondary,2.212027990024812,109.26120573511659,4.6062245510134385,4.584279895647796,Low,1.882931911002224,Completed but late,Slightly more,Low,Low
Revision / Practice,Core,0.9853577677253411,33.59820656519515,1.286964788330177,2.6883107935683883,High,1.799405018062957,Did not start,Much more,High,Medium
Reading / Notes,Core,17.705831230023477,42.254207078018666,4.8285716331808874,4.333941771272109,Low,2.648232999807616,Completed but late,Slightly more,High,Low
Revision / Practice,Optional,18.372258472536846,82.12356582933609,1.0284619335220522,3.320949571394639,Low,4.654278801169588,Did not start,Much more,Low,Low
Project,Secondary,1.623953579257873,51.692845754461416,1.0632774560058142,4.736107215920409,Medium,4.4052851669864115,Did not start,Less than estimated,Low,Medium
Assignment,Optional,1.225426403189982,50.70470198976307,2.9045519158112367,3.900853025208592,High,1.8111560736176582,Completed but late,Less than estimated,Low,Low
Project,Secondary,0.8653827742578168,115.66679040548424,1.5384169218780195,1.9243716317603177,High,2.3537160293033503,Did not start,Same as estimated,Low,Low
Reading / Notes,Optional,18.573032917443687,119.40965734881242,3.6149888686769396,1.191460534213408,Medium,2.5545159800756263,Did not start,Slightly more,Medium,Medium
Assignment,Core,11.027236434554196,31.260909019621558,1.8033476032657605,1.865394895527682,High,3.7360356711506775,Completed but late,Slightly more,Medium,High
Project,Optional,2.546781265596998,44.674540571728286,2.4410477033276683,2.501031193781224,Medium,1.9422500094327195,Started but not completed,Much more,Low,Low
Assignment,Core,5.13277083598227,91.5689518792034,2.491996843630922,2.7602586885017977,High,3.996348147836334,Started but not completed,Less than estimated,High,High
Exam Preparation,Secondary,3.9376895073112728,63.68097244929254,1.0165834658776003,3.8599676628377737,Medium,2.1518293995668305,Completed but late,Slightly more,Medium,Medium
Reading / Notes,Secondary,2.450521760367723,71.17706047214935,2.531955152485658,3.0599242386029717,High,2.160045938968581,Completed on time,Same as estimated,Medium,Low
Project,Secondary,14.995058562952286,85.41560731231631,4.476905766368541,4.622331931874022,High,3.6320428243889915,Started but not completed,Same as estimated,High,High
Revision / Practice,Optional,15.74602944196544,75.35696228559023,2.084514446582423,3.813978146223984,Medium,4.925464545355437,Completed but late,Less than estimated,Medium,Low
Project,Optional,13.940533364788452,98.86444957509279,3.133169722701886,4.617086604761346,Low,3.3417491051485846,Completed on time,Much more,Low,Medium
Exam Preparation,Optional,0.5168336647661609,89.25397996388519,1.9189073751513965,4.10848733527367,Medium,1.2791065652154225,Started but not completed,Less than estimated,Medium,Low
Exam Preparation,Optional,7.2938987923473775,64.18143128238678,4.9434107272600185,2.6010285996309506,High,3.8929809054883298,Completed on time,Less than estimated,High,High
Exam Preparation,Core,13.828986079844652,67.34830036977807,1.7995272005027987,2.00726764660579,Low,2.286718269556241,Started but not completed,Same as estimated,Medium,High
Revision / Practice,Optional,18.830466244026503,39.89813931344821,3.502296611723548,1.8792722297686262,Medium,3.617097094014707,Completed on time,Same as estimated,Medium,Medium
Revision / Practice,Core,15.277037172514863,73.2366409087564,4.417961912482536,1.660515401517309,Medium,4.417933009062897,Completed on time,Much more,Low,High
Project,Core,2.4325028413100314,72.90483682591227,2.8049606195650942,3.092019102649134,Low,4.733153278119065,Completed on time,Much more,Medium,Low
Revision / Practice,Secondary,3.1408544128118088,69.57163701198098,2.8402405026949697,1.8589829275560734,Medium,2.0453447065501553,Started but not completed,Same as estimated,Low,Medium
Project,Secondary,5.8296115584579455,94.4131253420661,2.583933256653678,1.857833791261723,Medium,4.946809673491239,Completed on time,Same as estimated,Low,High
Revision / Practice,Secondary,10.71223991346522,71.9736498707384,3.3351966230738745,4.6229961216137445,Low,1.3934264438305672,Did not start,Much more,Low,Low
Project,Core,12.952834987548108,73.11475820104988,4.681611509503751,2.619498411204609,Low,1.6393270701537208,Completed on time,Less than estimated,High,High
Reading / Notes,Secondary,12.990212196647953,90.03549782399743,4.657333771899644,3.421117613878979,Medium,4.66315706112095,Did not start,Same as estimated,High,Medium
Project,Optional,0.4244692701587782,117.04274124579047,4.498676484234139,4.143942307433034,High,1.0958794200869018,Did not start,Much more,Medium,Low
Exam Preparation,Core,6.819427790692057,94.53684529810577,1.5394996609948493,4.125352550518295,Low,2.532031352345359,Completed but late,Much more,Medium,Low
Project,Optional,5.069653273802888,45.601252950848234,1.0714904980486968,2.322686155162764,Medium,4.213059968039112,Did not start,Same as estimated,High,Medium
Exam Preparation,Secondary,12.20992702889359,106.99417711103844,3.6178594749229567,1.2244869592679977,Low,4.506365704026258,Did not start,Slightly more,Low,Low
Reading / Notes,Optional,16.522002907469787,101.94242386565008,3.2724557461208765,1.5914063893327097,Low,4.757679934693886,Did not start,Same as estimated,Medium,Medium
Exam Preparation,Optional,6.614043549227533,85.67759643855689,3.1946159054805614,1.4513828584727877,Medium,3.3618185894572306,Did not start,Same as estimated,Medium,Medium
Project,Optional,16.874620517633684,83.88857972693162,3.059866497883783,1.2928877132939935,Medium,1.608373175093588,Did not start,Slightly more,Medium,Medium
Exam Preparation,Optional,12.721927357592126,62.49825595367417,1.9039219742893758,1.983473728817894,High,2.303940934109309,Started but not completed,Same as estimated,High,Low
Reading / Notes,Secondary,10.451101947556566,82.04886108242917,3.6181157245902296,2.1170535619612942,High,1.8175538638816042,Started but not completed,Much more,Medium,High
Assignment,Secondary,2.8626631305626904,41.94764150424049,4.490486806182492,2.0287012056185363,High,2.619422866257171,Did not start,Same as estimated,Low,Low
Revision / Practice,Secondary,10.427620909212933,119.70766936606671,3.088051773168847,3.7136185372567767,High,2.953719769180445,Started but not completed,Less than estimated,Medium,High
Exam Preparation,Core,16.619793133133186,30.900044053855844,1.7678422492969994,4.619048418658489,Medium,3.5438641984865726,Did not start,Same as estimated,Medium,Low
Exam Preparation,Secondary,1.5676942687372253,40.804405974221304,3.4338823551913054,2.4294259860200844,Medium,2.3135548212046437,Completed on time,Slightly more,Medium,Low
Reading / Notes,Core,19.399418887469814,44.92843109573561,2.5167526730755463,4.830828157858708,Medium,2.217744368488864,Did not start,Same as estimated,Low,Low
Assignment,Secondary,6.676251318671849,55.145113232394664,3.9470416614006085,3.2468331413204212,High,4.056242251489798,Completed on time,Much more,Low,Low
Exam Preparation,Core,14.011521779928113,93.61595256010193,3.8270688219847453,2.599306149614064,High,1.8020550996623426,Did not start,Less than estimated,Medium,Low
